Age,,Primary streaming service,Hours per day,While working,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,,
63,Old-aged Adult,Spotify,1,Yes,Metal,Yes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,10,10,10,10,No effect,,
63,Old-aged Adult,Spotify,3,Yes,Video game music,Yes,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Very frequently,10,10,10,10,Improve,,
64,Old-aged Adult,Spotify,5,Yes,Hip hop,No,Rarely,Sometimes,Very frequently,Never,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,10,10,10,10,Improve,,
64,Old-aged Adult,Spotify,5,Yes,Pop,Yes,Very frequently,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,10,10,10,10,Improve,,
64,Old-aged Adult,Spotify,4,Yes,Pop,Yes,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,10,10,10,10,Improve,,
65,Old-aged Adult,Spotify,6,Yes,Pop,Yes,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,10,10,10,10,Improve,,
67,Old-aged Adult,Spotify,6,Yes,Pop,Yes,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,10,10,10,10,Improve,,
67,Old-aged Adult,Spotify,1,Yes,Video game music,No,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Sometimes,Very frequently,10,10,10,10,Worsen,,
67,Old-aged Adult,Apple Music,18,Yes,EDM,No,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,10,10,10,10,Improve,,
68,Old-aged Adult,YouTube Music,1,Yes,Metal,Yes,Sometimes,Rarely,Sometimes,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Never,Rarely,10,10,10,10,No effect,,
69,Old-aged Adult,Other streaming service,7,Yes,Country,No,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,10,10,10,10,Improve,,
70,Old-aged Adult,I do not use a streaming service.,0.5,No,Pop,No,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Very frequently,Never,10,10,10,10,Improve,,
71,Old-aged Adult,Spotify,2,Yes,R&B,Yes,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,10,10,10,10,Improve,,
72,Old-aged Adult,Spotify,2,Yes,Rock,Yes,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,10,10,10,10,Improve,,
73,Old-aged Adult,Spotify,1,Yes,Pop,Yes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Sometimes,Sometimes,10,10,10,10,Improve,,
74,Old-aged Adult,Other streaming service,6,Yes,Rap,No,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,10,10,10,10,Improve,,
80,Old-aged Adult,Spotify,5,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,10,10,10,10,Improve,,
89,Old-aged Adult,YouTube Music,2,Yes,Hip hop,Yes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,10,10,10,10,Improve,,

